+-------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------+--------+------------------------------------------------------------+---------------------------------------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------+--------------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------+--------+------------------------------------------------------------+---------------------------------------------------------------------------------------------------------+
| Mod name                      | Registry name                                                      | BlockID | Subtypes | Item ID | Item meta | Display name                                              | Exists | Ore Dict keys                                              | NBT                                                                                                     |
| Atum 2                        | atum:alabaster_smooth_wall                                         |     723 |    false |    4587 |         0 | Smooth Alabaster Wall                                     | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:alabaster_tiled_slab                                          |     716 |    false |    4580 |         0 | Tiled Alabaster Slab                                      | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:alabaster_tiled_stairs                                        |     721 |    false |    4585 |         0 | Tiled Alabaster Stairs                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:alabaster_tiled_wall                                          |     726 |    false |    4590 |         0 | Tiled Alabaster Wall                                      | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:anputs_fingers                                                |     620 |    false |    4484 |         0 | Anput's Fingers                                           | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:arrow_trap                                                    |     638 |    false |    4502 |         0 | Arrow Trap                                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:bone_ladder                                                   |     654 |    false |    4518 |         0 | Bone Ladder                                               | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:bone_ore                                                      |     649 |    false |    4513 |         0 | Bone Ore                                                  | true   | oreBone                                                    |                                                                                                         |
| Atum 2                        | atum:bone_torch                                                    |     660 |    false |    4524 |         0 | Bone Torch                                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:bone_torch_unlit                                              |     665 |    false |    4529 |         0 | Unlit Bone Torch                                          | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:burning_trap                                                  |     634 |    false |    4498 |         0 | Burning Trap                                              | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:carved_stairs                                                 |     692 |    false |    4556 |         0 | Limestone Carved Brick Stairs                             | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:carved_wall                                                   |     699 |    false |    4563 |         0 | Limestone Carved Brick Wall                               | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_black                                                 |     764 |    false |    4628 |         0 | Black Ceramic Tile Block                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_blue                                                  |     760 |    false |    4624 |         0 | Blue Ceramic Tile Block                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_brown                                                 |     761 |    false |    4625 |         0 | Brown Ceramic Tile Block                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_cyan                                                  |     758 |    false |    4622 |         0 | Cyan Ceramic Tile Block                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_gray                                                  |     756 |    false |    4620 |         0 | Gray Ceramic Tile Block                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_green                                                 |     762 |    false |    4626 |         0 | Green Ceramic Tile Block                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_light_blue                                            |     752 |    false |    4616 |         0 | Light Blue Ceramic Tile Block                             | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_lime                                                  |     754 |    false |    4618 |         0 | Lime Ceramic Tile Block                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_magenta                                               |     751 |    false |    4615 |         0 | Magenta Ceramic Tile Block                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_orange                                                |     750 |    false |    4614 |         0 | Orange Ceramic Tile Block                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_pink                                                  |     755 |    false |    4619 |         0 | Pink Ceramic Tile Block                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_purple                                                |     759 |    false |    4623 |         0 | Purple Ceramic Tile Block                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_red                                                   |     763 |    false |    4627 |         0 | Red Ceramic Tile Block                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_silver                                                |     757 |    false |    4621 |         0 | Silver Ceramic Tile Block                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_black                                            |     780 |    false |    4644 |         0 | Black Ceramic Tile Slab                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_blue                                             |     776 |    false |    4640 |         0 | Blue Ceramic Tile Slab                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_brown                                            |     777 |    false |    4641 |         0 | Brown Ceramic Tile Slab                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_cyan                                             |     774 |    false |    4638 |         0 | Cyan Ceramic Tile Slab                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_gray                                             |     772 |    false |    4636 |         0 | Gray Ceramic Tile Slab                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_green                                            |     778 |    false |    4642 |         0 | Green Ceramic Tile Slab                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_light_blue                                       |     768 |    false |    4632 |         0 | Light Blue Ceramic Tile Slab                              | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_lime                                             |     770 |    false |    4634 |         0 | Lime Ceramic Tile Slab                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_magenta                                          |     767 |    false |    4631 |         0 | Magenta Ceramic Tile Slab                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_orange                                           |     766 |    false |    4630 |         0 | Orange Ceramic Tile Slab                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_pink                                             |     771 |    false |    4635 |         0 | Pink Ceramic Tile Slab                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_purple                                           |     775 |    false |    4639 |         0 | Purple Ceramic Tile Slab                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_red                                              |     779 |    false |    4643 |         0 | Red Ceramic Tile Slab                                     | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_silver                                           |     773 |    false |    4637 |         0 | Silver Ceramic Tile Slab                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_white                                            |     765 |    false |    4629 |         0 | White Ceramic Tile Slab                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_slab_yellow                                           |     769 |    false |    4633 |         0 | Yellow Ceramic Tile Slab                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_black                                          |     812 |    false |    4676 |         0 | Black Ceramic Tile Stairs                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_blue                                           |     808 |    false |    4672 |         0 | Blue Ceramic Tile Stairs                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_brown                                          |     809 |    false |    4673 |         0 | Brown Ceramic Tile Stairs                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_cyan                                           |     806 |    false |    4670 |         0 | Cyan Ceramic Tile Stairs                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_gray                                           |     804 |    false |    4668 |         0 | Gray Ceramic Tile Stairs                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_green                                          |     810 |    false |    4674 |         0 | Green Ceramic Tile Stairs                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_light_blue                                     |     800 |    false |    4664 |         0 | Light Blue Ceramic Tile Stairs                            | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_lime                                           |     802 |    false |    4666 |         0 | Lime Ceramic Tile Stairs                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_magenta                                        |     799 |    false |    4663 |         0 | Magenta Ceramic Tile Stairs                               | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_orange                                         |     798 |    false |    4662 |         0 | Orange Ceramic Tile Stairs                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_pink                                           |     803 |    false |    4667 |         0 | Pink Ceramic Tile Stairs                                  | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_purple                                         |     807 |    false |    4671 |         0 | Purple Ceramic Tile Stairs                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_red                                            |     811 |    false |    4675 |         0 | Red Ceramic Tile Stairs                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_silver                                         |     805 |    false |    4669 |         0 | Silver Ceramic Tile Stairs                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_white                                          |     797 |    false |    4661 |         0 | White Ceramic Tile Stairs                                 | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_stairs_yellow                                         |     801 |    false |    4665 |         0 | Yellow Ceramic Tile Stairs                                | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_black                                            |     796 |    false |    4660 |         0 | Black Ceramic Tile                                        | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_blue                                             |     792 |    false |    4656 |         0 | Blue Ceramic Tile                                         | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_brown                                            |     793 |    false |    4657 |         0 | Brown Ceramic Tile                                        | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_cyan                                             |     790 |    false |    4654 |         0 | Cyan Ceramic Tile                                         | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_gray                                             |     788 |    false |    4652 |         0 | Gray Ceramic Tile                                         | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_green                                            |     794 |    false |    4658 |         0 | Green Ceramic Tile                                        | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_light_blue                                       |     784 |    false |    4648 |         0 | Light Blue Ceramic Tile                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_lime                                             |     786 |    false |    4650 |         0 | Lime Ceramic Tile                                         | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_magenta                                          |     783 |    false |    4647 |         0 | Magenta Ceramic Tile                                      | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_orange                                           |     782 |    false |    4646 |         0 | Orange Ceramic Tile                                       | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_pink                                             |     787 |    false |    4651 |         0 | Pink Ceramic Tile                                         | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_purple                                           |     791 |    false |    4655 |         0 | Purple Ceramic Tile                                       | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_red                                              |     795 |    false |    4659 |         0 | Red Ceramic Tile                                          | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_silver                                           |     789 |    false |    4653 |         0 | Silver Ceramic Tile                                       | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_white                                            |     781 |    false |    4645 |         0 | White Ceramic Tile                                        | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_tile_yellow                                           |     785 |    false |    4649 |         0 | Yellow Ceramic Tile                                       | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_black                                            |     828 |    false |    4692 |         0 | Black Ceramic Tile Wall                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_blue                                             |     824 |    false |    4688 |         0 | Blue Ceramic Tile Wall                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_brown                                            |     825 |    false |    4689 |         0 | Brown Ceramic Tile Wall                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_cyan                                             |     822 |    false |    4686 |         0 | Cyan Ceramic Tile Wall                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_gray                                             |     820 |    false |    4684 |         0 | Gray Ceramic Tile Wall                                    | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_green                                            |     826 |    false |    4690 |         0 | Green Ceramic Tile Wall                                   | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_light_blue                                       |     816 |    false |    4680 |         0 | Light Blue Ceramic Tile Wall                              | true   |                                                            |                                                                                                         |
| Atum 2                        | atum:ceramic_wall_lime                                             |     818 |    false |    4682 |         0 | Lime Ceramic Tile Wall                                    | true   |                                                            |                                                                                                         |
