+--------------------------------+------------------------------------------------------+--------------------------------------------------------------------------------------+--------+
| Mod name                       | Registry name                                        | Entity class name                                                                    |     ID |
| Atum 2                         | atum:heart_of_ra                                     | com.teammetallurgy.atum.entity.EntityHeartOfRa                                       |     25 |
| Atum 2                         | atum:mummy                                           | com.teammetallurgy.atum.entity.undead.EntityMummy                                    |      9 |
| Atum 2                         | atum:nomad                                           | com.teammetallurgy.atum.entity.bandit.EntityNomad                                    |     10 |
| Atum 2                         | atum:pharaoh                                         | com.teammetallurgy.atum.entity.undead.EntityPharaoh                                  |     11 |
| Atum 2                         | atum:scarab                                          | com.teammetallurgy.atum.entity.animal.EntityScarab                                   |     13 |
| Atum 2                         | atum:small_bone                                      | com.teammetallurgy.atum.entity.projectile.EntitySmallBone                            |     30 |
| Atum 2                         | atum:stoneguard                                      | com.teammetallurgy.atum.entity.stone.EntityStoneguard                                |     14 |
| Atum 2                         | atum:stonewarden                                     | com.teammetallurgy.atum.entity.stone.EntityStonewarden                               |     15 |
| Atum 2                         | atum:sunspeaker                                      | com.teammetallurgy.atum.entity.efreet.EntitySunspeaker                               |     16 |
| Atum 2                         | atum:tarantula                                       | com.teammetallurgy.atum.entity.animal.EntityTarantula                                |     17 |
| Atum 2                         | atum:tefnuts_call                                    | com.teammetallurgy.atum.entity.projectile.arrow.EntityTefnutsCall                    |     32 |
| Atum 2                         | atum:warlord                                         | com.teammetallurgy.atum.entity.bandit.EntityWarlord                                  |      2 |
| Atum 2                         | atum:wraith                                          | com.teammetallurgy.atum.entity.undead.EntityWraith                                   |     18 |
| Avatar Mod: Out of the Iceberg | avatarmod:airbender                                  | com.crowsofwar.avatar.common.entity.mob.EntityAirbender                              |     15 |
| Avatar Mod: Out of the Iceberg | avatarmod:airblade                                   | com.crowsofwar.avatar.common.entity.EntityAirblade                                   |     12 |
| Avatar Mod: Out of the Iceberg | avatarmod:airbubble                                  | com.crowsofwar.avatar.common.entity.EntityAirBubble                                  |     13 |
| Avatar Mod: Out of the Iceberg | avatarmod:airgust                                    | com.crowsofwar.avatar.common.entity.EntityAirGust                                    |      4 |
| Avatar Mod: Out of the Iceberg | avatarmod:cloudburst                                 | com.crowsofwar.avatar.common.entity.EntityCloudBall                                  |     25 |
| Avatar Mod: Out of the Iceberg | avatarmod:earthspike                                 | com.crowsofwar.avatar.common.entity.EntityEarthspike                                 |     26 |
| Avatar Mod: Out of the Iceberg | avatarmod:earthspikespawner                          | com.crowsofwar.avatar.common.entity.EntityEarthspikeSpawner                          |     28 |
| Avatar Mod: Out of the Iceberg | avatarmod:explosionspawner                           | com.crowsofwar.avatar.common.entity.EntityExplosionSpawner                           |     31 |
| Avatar Mod: Out of the Iceberg | avatarmod:firearc                                    | com.crowsofwar.avatar.common.entity.EntityFireArc                                    |      2 |
| Avatar Mod: Out of the Iceberg | avatarmod:fireball                                   | com.crowsofwar.avatar.common.entity.EntityFireball                                   |     11 |
| Avatar Mod: Out of the Iceberg | avatarmod:firebender                                 | com.crowsofwar.avatar.common.entity.mob.EntityFirebender                             |     14 |
| Avatar Mod: Out of the Iceberg | avatarmod:flames                                     | com.crowsofwar.avatar.common.entity.EntityFlames                                     |      6 |
| Avatar Mod: Out of the Iceberg | avatarmod:floatingblock                              | com.crowsofwar.avatar.common.entity.EntityFloatingBlock                              |      1 |
| Avatar Mod: Out of the Iceberg | avatarmod:iceprison                                  | com.crowsofwar.avatar.common.entity.EntityIcePrison                                  |     21 |
| Avatar Mod: Out of the Iceberg | avatarmod:iceshard                                   | com.crowsofwar.avatar.common.entity.EntityIceShard                                   |     20 |
| Avatar Mod: Out of the Iceberg | avatarmod:iceshield                                  | com.crowsofwar.avatar.common.entity.EntityIceShield                                  |     19 |
| Avatar Mod: Out of the Iceberg | avatarmod:item                                       | com.crowsofwar.avatar.common.entity.AvatarEntityItem                                 |     18 |
| Avatar Mod: Out of the Iceberg | avatarmod:lightning_arc                              | com.crowsofwar.avatar.common.entity.EntityLightningArc                               |     24 |
| Avatar Mod: Out of the Iceberg | avatarmod:lightning_spear                            | com.crowsofwar.avatar.common.entity.EntityLightningSpear                             |     27 |
| Avatar Mod: Out of the Iceberg | avatarmod:lightningspawner                           | com.crowsofwar.avatar.common.entity.EntityLightningSpawner                           |     32 |
| Avatar Mod: Out of the Iceberg | avatarmod:ostrichhorse                               | com.crowsofwar.avatar.common.entity.mob.EntityOstrichHorse                           |     22 |
| Avatar Mod: Out of the Iceberg | avatarmod:otterpenguin                               | com.crowsofwar.avatar.common.entity.mob.EntityOtterPenguin                           |     17 |
| Avatar Mod: Out of the Iceberg | avatarmod:ravine                                     | com.crowsofwar.avatar.common.entity.EntityRavine                                     |      5 |
| Avatar Mod: Out of the Iceberg | avatarmod:sandprison                                 | com.crowsofwar.avatar.common.entity.EntitySandPrison                                 |     23 |
| Avatar Mod: Out of the Iceberg | avatarmod:sandstorm                                  | com.crowsofwar.avatar.common.entity.EntitySandstorm                                  |     30 |
| Avatar Mod: Out of the Iceberg | avatarmod:shockwave                                  | com.crowsofwar.avatar.common.entity.EntityShockwave                                  |     33 |
| Avatar Mod: Out of the Iceberg | avatarmod:skybison                                   | com.crowsofwar.avatar.common.entity.mob.EntitySkyBison                               |     16 |
| Avatar Mod: Out of the Iceberg | avatarmod:wall                                       | com.crowsofwar.avatar.common.entity.EntityWall                                       |      9 |
| Avatar Mod: Out of the Iceberg | avatarmod:wallsegment                                | com.crowsofwar.avatar.common.entity.EntityWallSegment                                |     10 |
| Avatar Mod: Out of the Iceberg | avatarmod:waterarc                                   | com.crowsofwar.avatar.common.entity.EntityWaterArc                                   |      3 |
| Avatar Mod: Out of the Iceberg | avatarmod:waterbubble                                | com.crowsofwar.avatar.common.entity.EntityWaterBubble                                |      8 |
| Avatar Mod: Out of the Iceberg | avatarmod:watercannon                                | com.crowsofwar.avatar.common.entity.EntityWaterCannon                                |     29 |
| Avatar Mod: Out of the Iceberg | avatarmod:wave                                       | com.crowsofwar.avatar.common.entity.EntityWave                                       |      7 |
| Better Animals Plus            | betteranimalsplus:badger                             | its_meow.betteranimalsplus.common.entity.EntityBadger                                |     16 |
| Better Animals Plus            | betteranimalsplus:badgerdirt                         | its_meow.betteranimalsplus.common.entity.projectile.EntityBadgerDirt                 |     32 |
| Better Animals Plus            | betteranimalsplus:blackbear                          | its_meow.betteranimalsplus.common.entity.EntityBearNeutral                           |      1 |
| Better Animals Plus            | betteranimalsplus:boar                               | its_meow.betteranimalsplus.common.entity.EntityBoar                                  |     13 |
| Better Animals Plus            | betteranimalsplus:bobbit_worm                        | its_meow.betteranimalsplus.common.entity.EntityBobbitWorm                            |     25 |
| Better Animals Plus            | betteranimalsplus:brownbear                          | its_meow.betteranimalsplus.common.entity.EntityBear                                  |      0 |
| Better Animals Plus            | betteranimalsplus:coyote                             | its_meow.betteranimalsplus.common.entity.EntityCoyote                                |      5 |
| Better Animals Plus            | betteranimalsplus:crab                               | its_meow.betteranimalsplus.common.entity.EntityCrab                                  |     19 |
| Better Animals Plus            | betteranimalsplus:deer                               | its_meow.betteranimalsplus.common.entity.EntityDeer                                  |      2 |
| Better Animals Plus            | betteranimalsplus:eel_freshwater                     | its_meow.betteranimalsplus.common.entity.EntityFreshwaterEel                         |     27 |
| Better Animals Plus            | betteranimalsplus:eel_saltwater                      | its_meow.betteranimalsplus.common.entity.EntitySaltwaterEel                          |     28 |
| Better Animals Plus            | betteranimalsplus:feralwolf                          | its_meow.betteranimalsplus.common.entity.EntityFeralWolf                             |      4 |
| Better Animals Plus            | betteranimalsplus:fox                                | its_meow.betteranimalsplus.common.entity.EntityFox                                   |      6 |
| Better Animals Plus            | betteranimalsplus:goat                               | its_meow.betteranimalsplus.common.entity.EntityGoat                                  |      9 |
| Better Animals Plus            | betteranimalsplus:golden_goose_egg                   | its_meow.betteranimalsplus.common.entity.projectile.EntityGoldenGooseEgg             |     37 |
| Better Animals Plus            | betteranimalsplus:goose                              | its_meow.betteranimalsplus.common.entity.EntityGoose                                 |     26 |
| Better Animals Plus            | betteranimalsplus:goose_egg                          | its_meow.betteranimalsplus.common.entity.projectile.EntityGooseEgg                   |     36 |
| Better Animals Plus            | betteranimalsplus:hirschgeist                        | its_meow.betteranimalsplus.common.entity.miniboss.hirschgeist.EntityHirschgeist      |      8 |
| Better Animals Plus            | betteranimalsplus:horseshoecrab                      | its_meow.betteranimalsplus.common.entity.EntityHorseshoeCrab                         |     20 |
| Better Animals Plus            | betteranimalsplus:jellyfish                          | its_meow.betteranimalsplus.common.entity.EntityJellyfish                             |     10 |
| Better Animals Plus            | betteranimalsplus:kermodebear                        | its_meow.betteranimalsplus.common.entity.EmptyEntity                                 |     33 |
| Better Animals Plus            | betteranimalsplus:lammergeier                        | its_meow.betteranimalsplus.common.entity.EntityLammergeier                           |      3 |
| Better Animals Plus            | betteranimalsplus:lamprey                            | its_meow.betteranimalsplus.common.entity.EntityLamprey                               |     17 |
| Better Animals Plus            | betteranimalsplus:moose                              | its_meow.betteranimalsplus.common.entity.EntityMoose                                 |     22 |
| Better Animals Plus            | betteranimalsplus:nautilus                           | its_meow.betteranimalsplus.common.entity.EntityNautilus                              |     18 |
| Better Animals Plus            | betteranimalsplus:pheasant                           | its_meow.betteranimalsplus.common.entity.EntityPheasant                              |     11 |
| Better Animals Plus            | betteranimalsplus:pheasantegg                        | its_meow.betteranimalsplus.common.entity.projectile.EntityPheasantEgg                |     34 |
| Better Animals Plus            | betteranimalsplus:reindeer                           | its_meow.betteranimalsplus.common.entity.EntityReindeer                              |     12 |
| Better Animals Plus            | betteranimalsplus:shark                              | its_meow.betteranimalsplus.common.entity.EntityShark                                 |     21 |
| Better Animals Plus            | betteranimalsplus:songbird                           | its_meow.betteranimalsplus.common.entity.EntitySongbird                              |     15 |
| Better Animals Plus            | betteranimalsplus:squirrel                           | its_meow.betteranimalsplus.common.entity.EntitySquirrel                              |     14 |
| Better Animals Plus            | betteranimalsplus:tarantula                          | its_meow.betteranimalsplus.common.entity.EntityTarantula                             |      7 |
| Better Animals Plus            | betteranimalsplus:tarantulahair                      | its_meow.betteranimalsplus.common.entity.projectile.EntityTarantulaHair              |     31 |
| Better Animals Plus            | betteranimalsplus:turkey                             | its_meow.betteranimalsplus.common.entity.EntityTurkey                                |     23 |
| Better Animals Plus            | betteranimalsplus:turkeyegg                          | its_meow.betteranimalsplus.common.entity.projectile.EntityTurkeyEgg                  |     35 |
| Better Animals Plus            | betteranimalsplus:walrus                             | its_meow.betteranimalsplus.common.entity.EntityWalrus                                |     30 |
| Better Animals Plus            | betteranimalsplus:whale                              | its_meow.betteranimalsplus.common.entity.EntityWhale                                 |     29 |
| Better Animals Plus            | betteranimalsplus:zotzpyre                           | its_meow.betteranimalsplus.common.entity.EntityZotzpyre                              |     24 |
| Better Portals                 | betterportals:end_entry_portal                       | de.johni0702.minecraft.betterportals.impl.vanilla.common.entity.EndEntryPortalEntity |      1 |
| Better Portals                 | betterportals:end_exit_portal                        | de.johni0702.minecraft.betterportals.impl.vanilla.common.entity.EndExitPortalEntity  |      2 |
| Better Portals                 | betterportals:nether_portal                          | de.johni0702.minecraft.betterportals.impl.vanilla.common.entity.NetherPortalEntity   |      0 |
| Better Portals                 | betterportals:tf_portal                              | de.johni0702.minecraft.betterportals.impl.tf.common.entity.TFPortalEntity            |      3 |
| BiblioCraft                    | bibliocraft:biblioseat                               | jds.bibliocraft.entity.EntitySeat                                                    |      0 |
| Biomes O' Plenty               | biomesoplenty:bop_boat                               | biomesoplenty.common.entities.item.EntityBOPBoat                                     |      2 |
| Biomes O' Plenty               | biomesoplenty:mudball                                | biomesoplenty.common.entities.projectiles.EntityMudball                              |      1 |
| Biomes O' Plenty               | biomesoplenty:wasp                                   | biomesoplenty.common.entities.EntityWasp                                             |      3 |
| Clumps                         | clumps:xp_orb_big                                    | com.blamejared.clumps.entities.EntityXPOrbBig                                        |      0 |
| Deep Mob Learning              | deepmoblearning:glitch                               | xt9.deepmoblearning.common.entity.EntityGlitch                                       |      0 |
| Deep Mob Learning              | deepmoblearning:glitch_orb                           | xt9.deepmoblearning.common.entity.EntityGlitchOrb                                    |      1 |
| Deep Mob Learning              | deepmoblearning:item_glitch_fragment                 | xt9.deepmoblearning.common.entity.EntityItemGlitchFragment                           |      6 |
| Deep Mob Learning              | deepmoblearning:trial_cave_spider                    | xt9.deepmoblearning.common.entity.EntityTrialCaveSpider                              |      4 |
| Deep Mob Learning              | deepmoblearning:trial_enderman                       | xt9.deepmoblearning.common.entity.EntityTrialEnderman                                |      2 |
| Deep Mob Learning              | deepmoblearning:trial_slime                          | xt9.deepmoblearning.common.entity.EntityTrialSlime                                   |      5 |
| Deep Mob Learning              | deepmoblearning:trial_spider                         | xt9.deepmoblearning.common.entity.EntityTrialSpider                                  |      3 |
| Ender IO                       | enderio:falling_machine                              | crazypants.enderio.base.machine.entity.EntityFallingMachine                          |      1 |
| Ender IO                       | enderio:owl_egg                                      | crazypants.enderio.base.item.eggs.EntityOwlEgg                                       |      9 |
| Ender IO                       | enderio:primed_charge                                | crazypants.enderio.base.block.charge.EntityPrimedCharge                              |      0 |
| Ender IO                       | enderiomachines:weather_rocket                       | crazypants.enderio.machines.machine.obelisk.weather.EntityWeatherRocket              |     33 |
| Ender Zoo                      | enderzoo:concussioncreeper                           | crazypants.enderzoo.entity.EntityConcussionCreeper                                   | 689991 |
| Ender Zoo                      | enderzoo:direslime                                   | crazypants.enderzoo.entity.EntityDireSlime                                           | 689997 |
| Ender Zoo                      | enderzoo:direwolf                                    | crazypants.enderzoo.entity.EntityDireWolf                                            | 689996 |
| Ender Zoo                      | enderzoo:enderminy                                   | crazypants.enderzoo.entity.EntityEnderminy                                           | 689990 |
| Ender Zoo                      | enderzoo:entityowlegg                                | crazypants.enderzoo.entity.EntityOwlEgg                                              | 679991 |
| Ender Zoo                      | enderzoo:entityprimedcharge                          | crazypants.enderzoo.charge.EntityPrimedCharge                                        | 699998 |
| Ender Zoo                      | enderzoo:fallenknight                                | crazypants.enderzoo.entity.EntityFallenKnight                                        | 689992 |
| Ender Zoo                      | enderzoo:fallenmount                                 | crazypants.enderzoo.entity.EntityFallenMount                                         | 689993 |
| Ender Zoo                      | enderzoo:owl                                         | crazypants.enderzoo.entity.EntityOwl                                                 | 689998 |
| Ender Zoo                      | enderzoo:withercat                                   | crazypants.enderzoo.entity.EntityWitherCat                                           | 689995 |
| Ender Zoo                      | enderzoo:witherwitch                                 | crazypants.enderzoo.entity.EntityWitherWitch                                         | 689994 |
| Extra Planets                  | extraplanets:entitygenerallander                     | com.mjr.extraplanets.entities.landers.EntityGeneralLander                            |     17 |
| Extra Planets                  | extraplanets:extraplanets.entitsaturnlander          | com.mjr.extraplanets.entities.landers.EntitySaturnLander                             |      7 |
| Extra Planets                  | extraplanets:extraplanets.entityjupiterlander        | com.mjr.extraplanets.entities.landers.EntityJupiterLander                            |      5 |
| Extra Planets                  | extraplanets:extraplanets.entitymarsrover            | com.mjr.extraplanets.entities.vehicles.EntityMarsRover                               |     15 |
| Extra Planets                  | extraplanets:extraplanets.entitymercurylander        | com.mjr.extraplanets.entities.landers.EntityMercuryLander                            |      3 |
| Extra Planets                  | extraplanets:extraplanets.entityneptunelander        | com.mjr.extraplanets.entities.landers.EntityNeptuneLander                            |     11 |
| Extra Planets                  | extraplanets:extraplanets.entitytier10electricrocket | com.mjr.extraplanets.entities.rockets.EntityElectricRocket                           |     14 |
| Extra Planets                  | extraplanets:extraplanets.entitytier10rocket         | com.mjr.extraplanets.entities.rockets.EntityTier10Rocket                             |     13 |
| Extra Planets                  | extraplanets:extraplanets.entitytier4rocket          | com.mjr.extraplanets.entities.rockets.EntityTier4Rocket                              |      2 |
| Extra Planets                  | extraplanets:extraplanets.entitytier5rocket          | com.mjr.extraplanets.entities.rockets.EntityTier5Rocket                              |      4 |
| Extra Planets                  | extraplanets:extraplanets.entitytier6rocket          | com.mjr.extraplanets.entities.rockets.EntityTier6Rocket                              |      6 |
| Extra Planets                  | extraplanets:extraplanets.entitytier7rocket          | com.mjr.extraplanets.entities.rockets.EntityTier7Rocket                              |      8 |
| Extra Planets                  | extraplanets:extraplanets.entitytier8rocket          | com.mjr.extraplanets.entities.rockets.EntityTier8Rocket                              |     10 |
| Extra Planets                  | extraplanets:extraplanets.entitytier9rocket          | com.mjr.extraplanets.entities.rockets.EntityTier9Rocket                              |     12 |
| Extra Planets                  | extraplanets:extraplanets.entityuranuslander         | com.mjr.extraplanets.entities.landers.EntityUranusLander                             |      9 |
| Extra Planets                  | extraplanets:extraplanets.entityvenusrover           | com.mjr.extraplanets.entities.vehicles.EntityVenusRover                              |     16 |
| Extra Planets                  | extraplanets:extraplanets.evolvedancientmagmacube    | com.mjr.extraplanets.entities.mobs.EntityEvolvedAncientMagmaCube                     |     20 |
| Extra Planets                  | extraplanets:extraplanets.evolvedfirebatboss         | com.mjr.extraplanets.entities.bosses.EntityEvolvedFireBatBoss                        |     21 |
| Extra Planets                  | extraplanets:extraplanets.evolvedghastboss           | com.mjr.extraplanets.entities.bosses.EntityEvolvedGhastBoss                          |     22 |
| Extra Planets                  | extraplanets:extraplanets.evolvedgiantzombieboss     | com.mjr.extraplanets.entities.bosses.EntityEvolvedGiantZombieBoss                    |     26 |
| Extra Planets                  | extraplanets:extraplanets.evolvediceslimeboss        | com.mjr.extraplanets.entities.bosses.EntityEvolvedIceSlimeBoss                       |     23 |
| Extra Planets                  | extraplanets:extraplanets.evolvedmagmacube           | com.mjr.extraplanets.entities.mobs.EntityEvolvedMagmaCube                            |     18 |
| Extra Planets                  | extraplanets:extraplanets.evolvedmagmacubeboss       | com.mjr.extraplanets.entities.bosses.EntityEvolvedMagmaCubeBoss                      |     19 |
| Extra Planets                  | extraplanets:extraplanets.evolvedsnowmanboss         | com.mjr.extraplanets.entities.bosses.EntityEvolvedSnowmanBoss                        |     24 |
| Extra Planets                  | extraplanets:extraplanets.evolvedspacemanboss        | com.mjr.extraplanets.entities.bosses.EntityEvolvedSpacemanBoss                       |     25 |
| Extra Planets                  | extraplanets:extraplanets.firebombprimed             | com.mjr.extraplanets.entities.EntityFireBombPrimed                                   |      1 |
| Extra Planets                  | extraplanets:extraplanets.nuclearbombprimed          | com.mjr.extraplanets.entities.EntityNuclearBombPrimed                                |      0 |
| Galacticraft Core              | galacticraftcore:alien_villager                      | micdoodle8.mods.galacticraft.core.entities.EntityAlienVillager                       |      5 |
| Galacticraft Core              | galacticraftcore:buggy                               | micdoodle8.mods.galacticraft.core.entities.EntityBuggy                               |     10 |
| Galacticraft Core              | galacticraftcore:celestial_screen                    | micdoodle8.mods.galacticraft.core.entities.EntityCelestialFake                       |     15 |
| Galacticraft Core              | galacticraftcore:evolved_creeper                     | micdoodle8.mods.galacticraft.core.entities.EntityEvolvedCreeper                      |      2 |
| Galacticraft Core              | galacticraftcore:evolved_enderman                    | micdoodle8.mods.galacticraft.core.entities.EntityEvolvedEnderman                     |      6 |
| Galacticraft Core              | galacticraftcore:evolved_skeleton                    | micdoodle8.mods.galacticraft.core.entities.EntityEvolvedSkeleton                     |      3 |
| Galacticraft Core              | galacticraftcore:evolved_skeleton_boss               | micdoodle8.mods.galacticraft.core.entities.EntitySkeletonBoss                        |      4 |
| Galacticraft Core              | galacticraftcore:evolved_spider                      | micdoodle8.mods.galacticraft.core.entities.EntityEvolvedSpider                       |      0 |
| Galacticraft Core              | galacticraftcore:evolved_witch                       | micdoodle8.mods.galacticraft.core.entities.EntityEvolvedWitch                        |      7 |
| Galacticraft Core              | galacticraftcore:evolved_zombie                      | micdoodle8.mods.galacticraft.core.entities.EntityEvolvedZombie                       |      1 |
| Galacticraft Core              | galacticraftcore:gcflag                              | micdoodle8.mods.galacticraft.core.entities.EntityFlag                                |     11 |
| Galacticraft Core              | galacticraftcore:hanging_schematic                   | micdoodle8.mods.galacticraft.core.entities.EntityHangingSchematic                    |     16 |
| Galacticraft Core              | galacticraftcore:lander                              | micdoodle8.mods.galacticraft.core.entities.EntityLander                              |     13 |
| Galacticraft Core              | galacticraftcore:meteor                              | micdoodle8.mods.galacticraft.core.entities.EntityMeteor                              |      9 |
| Galacticraft Core              | galacticraftcore:meteor_chunk                        | micdoodle8.mods.galacticraft.core.entities.EntityMeteorChunk                         |     14 |
| Galacticraft Core              | galacticraftcore:para_chest                          | micdoodle8.mods.galacticraft.core.entities.EntityParachest                           |     12 |
| Galacticraft Core              | galacticraftcore:rocket_t1                           | micdoodle8.mods.galacticraft.core.entities.EntityTier1Rocket                         |      8 |
| Galacticraft Planets           | galacticraftplanets:astro_miner                      | micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityAstroMiner             |     28 |
| Galacticraft Planets           | galacticraftplanets:creeper_boss                     | micdoodle8.mods.galacticraft.planets.mars.entities.EntityCreeperBoss                 |     19 |
| Galacticraft Planets           | galacticraftplanets:entry_pod                        | micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityEntryPod               |     27 |
| Galacticraft Planets           | galacticraftplanets:entry_pod_venus                  | micdoodle8.mods.galacticraft.planets.venus.entities.EntityEntryPodVenus              |     31 |
| Galacticraft Planets           | galacticraftplanets:grapple_hook                     | micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityGrapple                |     25 |
| Galacticraft Planets           | galacticraftplanets:juicer                           | micdoodle8.mods.galacticraft.planets.venus.entities.EntityJuicer                     |     29 |
| Galacticraft Planets           | galacticraftplanets:landing_balloons                 | micdoodle8.mods.galacticraft.planets.mars.entities.EntityLandingBalloons             |     22 |
| Galacticraft Planets           | galacticraftplanets:projectile_tnt                   | micdoodle8.mods.galacticraft.planets.mars.entities.EntityProjectileTNT               |     21 |
| Galacticraft Planets           | galacticraftplanets:rocket_cargo                     | micdoodle8.mods.galacticraft.planets.mars.entities.EntityCargoRocket                 |     23 |
| Galacticraft Planets           | galacticraftplanets:rocket_t2                        | micdoodle8.mods.galacticraft.planets.mars.entities.EntityTier2Rocket                 |     20 |
| Galacticraft Planets           | galacticraftplanets:rocket_t3                        | micdoodle8.mods.galacticraft.planets.asteroids.entities.EntityTier3Rocket            |     26 |
| Galacticraft Planets           | galacticraftplanets:slimeling                        | micdoodle8.mods.galacticraft.planets.mars.entities.EntitySlimeling                   |     18 |
| Galacticraft Planets           | galacticraftplanets:sludgeling                       | micdoodle8.mods.galacticraft.planets.mars.entities.EntitySludgeling                  |     17 |
| Galacticraft Planets           | galacticraftplanets:small_asteroid                   | micdoodle8.mods.galacticraft.planets.asteroids.entities.EntitySmallAsteroid          |     24 |
| Galacticraft Planets           | galacticraftplanets:spider_queen                     | micdoodle8.mods.galacticraft.planets.venus.entities.EntitySpiderQueen                |     30 |
| Galacticraft Planets           | galacticraftplanets:web_shot                         | micdoodle8.mods.galacticraft.planets.venus.entities.EntityWebShot                    |     32 |
| Mekanism                       | mekanism:babyskeleton                                | mekanism.common.entity.EntityBabySkeleton                                            |      3 |
| Mekanism                       | mekanism:balloon                                     | mekanism.common.entity.EntityBalloon                                                 |      2 |
| Mekanism                       | mekanism:flame                                       | mekanism.common.entity.EntityFlame                                                   |      4 |
| Mekanism                       | mekanism:obsidiantnt                                 | mekanism.common.entity.EntityObsidianTNT                                             |      0 |
| Mekanism                       | mekanism:robit                                       | mekanism.common.entity.EntityRobit                                                   |      1 |
| Minecraft                      | minecraft:area_effect_cloud                          | net.minecraft.entity.EntityAreaEffectCloud                                           |      3 |
| Minecraft                      | minecraft:armor_stand                                | net.minecraft.entity.item.EntityArmorStand                                           |     30 |
| Minecraft                      | minecraft:arrow                                      | net.minecraft.entity.projectile.EntityTippedArrow                                    |     10 |
| Minecraft                      | minecraft:bat                                        | net.minecraft.entity.passive.EntityBat                                               |     65 |
| Minecraft                      | minecraft:blaze                                      | net.minecraft.entity.monster.EntityBlaze                                             |     61 |
| Minecraft                      | minecraft:boat                                       | net.minecraft.entity.item.EntityBoat                                                 |     41 |
| Minecraft                      | minecraft:cave_spider                                | net.minecraft.entity.monster.EntityCaveSpider                                        |     59 |
| Minecraft                      | minecraft:chest_minecart                             | net.minecraft.entity.item.EntityMinecartChest                                        |     43 |
| Minecraft                      | minecraft:chicken                                    | net.minecraft.entity.passive.EntityChicken                                           |     93 |
| Minecraft                      | minecraft:commandblock_minecart                      | net.minecraft.entity.item.EntityMinecartCommandBlock                                 |     40 |
| Minecraft                      | minecraft:cow                                        | net.minecraft.entity.passive.EntityCow                                               |     92 |
| Minecraft                      | minecraft:creeper                                    | net.minecraft.entity.monster.EntityCreeper                                           |     50 |
| Minecraft                      | minecraft:donkey                                     | net.minecraft.entity.passive.EntityDonkey                                            |     31 |
| Minecraft                      | minecraft:dragon_fireball                            | net.minecraft.entity.projectile.EntityDragonFireball                                 |     26 |
| Minecraft                      | minecraft:egg                                        | net.minecraft.entity.projectile.EntityEgg                                            |      7 |
| Minecraft                      | minecraft:elder_guardian                             | net.minecraft.entity.monster.EntityElderGuardian                                     |      4 |
| Minecraft                      | minecraft:ender_crystal                              | net.minecraft.entity.item.EntityEnderCrystal                                         |    200 |
| Minecraft                      | minecraft:ender_dragon                               | net.minecraft.entity.boss.EntityDragon                                               |     63 |
